APEX DEVELOPMENT BANK LTD.,11000159,NULL,APEX DEVELOPMENT BANK LTD. (BIRENDRANAGAR),Birendra Nagar- Peepal Chautari,,Surkhet,Surkhet,np,np        ,NULL,NULL,NULL,NULL
APEX DEVELOPMENT BANK LTD.,11000160,NULL,APEX DEVELOPMENT BANK LTD. (CHINCHHU),Chinchhu Bazaar,,Surkhet,Surkhet,np,np        ,NULL,NULL,NULL,NULL
KALIKA TRADE LINK AND SUB MONEY TRANSFER PVT. LTD,11000183,NULL,
KALIKA TRADE LINK AND SUB MONEY TRF PVT. LTD (NEPALGUNJ)
,Surkhet Road, Nepalgunj,,Banke,Banke,np,np        ,NULL,NULL,NULL,NULL
KALIKA TRADE LINK AND SUB MONEY TRANSFER PVT. LTD,11000184,NULL,
KALIKA TRADE LINK AND SUB MONEY TRF PVT. LTD (DOLPA)
,Dunai, Dolpa,,Dolpa,Dolpa,np,np        ,NULL,NULL,NULL,NULL
KALIKA TRADE LINK AND SUB MONEY TRANSFER PVT. LTD,11000185,NULL,
KALIKA TRADE LINK AND SUB MONEY TRF PVT. LTD (JAJARKOT)
,Khalanga, Jajarkot,,Jajarkot,Jajarkot,np,np        ,NULL,NULL,NULL,NULL
KALIKA TRADE LINK AND SUB MONEY TRANSFER PVT. LTD,11000186,NULL,
KALIKA TRADE LINK AND SUB MONEY TRF PVT. LTD (RUKUM)
,Chaurjahari, Rukum,,Rukum,Rukum,np,np        ,NULL,NULL,NULL,NULL
ANISH REMIT PVT. LTD,11000187,NULL,ANISH REMIT PVT. LTD (BANASTHALI),Banasthali, Opposite Siddhartha Banasthali School,,Kathmandu,Kathmandu,np,np        ,NULL,NULL,NULL,NULL
ANISH REMIT PVT. LTD,11000188,NULL,ANISH REMIT PVT. LTD (ABUKHAIRENI),Abhkhaireni,,Tanahu,Tanahu,np,np        ,NULL,NULL,NULL,NULL
SUPA DEURALI ASSOCIATES PVT. LTD,11000198,NULL,SUPA DEURALI ASSOCIATES PVT. LTD,
Butwal, Durga Mandir Line, Near Nepal Bangladesh Bank
,,Rupandehi,Rupandehi,np,np        ,NULL,NULL,NULL,NULL
SAHAYOGI BIKAS BANK LTD.,11000200,NULL,SAHAYOGI BIKAS BANK LTD.(JANAKPUR),Vidyapati Chowk,,Dhanusha,Dhanusha,np,np        ,NULL,NULL,NULL,NULL
SAHAYOGI BIKAS BANK LTD.,11000201,NULL,SAHAYOGI BIKAS BANK LTD.(MAHENDRANAGAR),Mahendranagar Bazaar,,Dhanusa,Dhanusa,np,np        ,NULL,NULL,NULL,NULL
SAHAYOGI BIKAS BANK LTD.,11000202,NULL,SAHAYOGI BIKAS BANK LTD.(MAHOTTARI),Gaushala Bazaar,,Mahottari,Mahottari,np,np        ,NULL,NULL,NULL,NULL
SAHAYOGI BIKAS BANK LTD.,11000203,NULL,SAHAYOGI BIKAS BANK LTD.(JALESHWOR),Jaleshwor, Meena Bazaar,,Mahottari,Mahottari,np,np        ,NULL,NULL,NULL,NULL
DHAULAGIRI TRAVELS AND MONEY TRANSFER PVT. LTD,11000205,NULL,DHAULAGIRI TRAVELS AND MONEY TRANSFER (MYAGDI),Beni Bazaar,,Myagdi,Myagdi,np,np        ,NULL,NULL,NULL,NULL
MUKTINATH BIKAS BANK LTD.,11000216,NULL,MUKTINATH BIKAS BANK (PRITHIVI CHOWK),Prithivi Chowk,,Kaski,Kaski,np,np        ,NULL,NULL,NULL,NULL
MUKTINATH BIKAS BANK LTD.,11000217,NULL,MUKTINATH BIKAS BANK (BAGAR),Bagar Branch,,Kaski,Kaski,np,np        ,NULL,NULL,NULL,NULL
MUKTINATH BIKAS BANK LTD.,11000218,NULL,MUKTINATH BIKAS BANK (BAIDAM),Baidam,,Kaski,Kaski,np,np        ,NULL,NULL,NULL,NULL
MUKTINATH BIKAS BANK LTD.,11000219,NULL,MUKTINATH BIKAS BANK (DULEGAUDA),Dulegauda,,Tanahu,Tanahu,np,np        ,NULL,NULL,NULL,NULL
MUKTINATH BIKAS BANK LTD.,11000220,NULL,MUKTINATH BIKAS BANK (GAGANGAUDA),Gagangauda,,Kaski,Kaski,np,np        ,NULL,NULL,NULL,NULL
MUKTINATH BIKAS BANK LTD.,11000221,NULL,MUKTINATH BIKAS BANK (MIRMI),Mirmi,,Kaski,Kaski,np,np        ,NULL,NULL,NULL,NULL
MUKTINATH BIKAS BANK LTD.,11000222,NULL,MUKTINATH BIKAS BANK (BAYARGHARI),Bayarghari,,Syangja,Syangja,np,np        ,NULL,NULL,NULL,NULL
MUKTINATH BIKAS BANK LTD.,11000223,NULL,MUKTINATH BIKAS BANK (GALYANG),Galyang,,Syangja,Syangja,np,np        ,NULL,NULL,NULL,NULL
MUKTINATH BIKAS BANK LTD.,11000224,NULL,MUKTINATH BIKAS BANK (PUTALI BAZAAR),Putali Bazaar,,Syangja,Syangja,np,np        ,NULL,NULL,NULL,NULL
MUKTINATH BIKAS BANK LTD.,11000225,NULL,MUKTINATH BIKAS BANK (WALING),Waling,,Syangja,Syangja,np,np        ,NULL,NULL,NULL,NULL
MUKTINATH BIKAS BANK LTD.,11000226,NULL,MUKTINATH BIKAS BANK (BHIMAD),Bhimad,,Tanahu,Tanahu,np,np        ,NULL,NULL,NULL,NULL
MUKTINATH BIKAS BANK LTD.,11000227,NULL,MUKTINATH BIKAS BANK (DAMAULI),Damauli,,Tanahu,Tanahu,np,np        ,NULL,NULL,NULL,NULL
MUKTINATH BIKAS BANK LTD.,11000229,NULL,MUKTINATH BIKAS BANK (DUMRE),Dumre,,Tanahu,Tanahu,np,np        ,NULL,NULL,NULL,NULL
